Zip,Median,Pop
16371,36725,3575
16372,47675,521
16373,42845,3651
16374,43739,1843
16401,45414,6281
16402,43653,878
16403,45641,6422
16404,39312,3395
16405,43636,797
16406,42007,3670
16407,35815,11425
16410,51997,1824
16411,41453,1522
16412,49852,10972
16415,70999,7831
16416,46554,229
16417,48203,8429
16420,39934,706
16421,58204,2411
16422,38528,356
16423,45030,4199
16424,34815,4976
16426,56420,3978
16427,50335,167
16428,47693,14189
16433,47726,5586
16434,37457,2946
16435,42951,2184
16436,46074,796
16438,45295,8309
16440,51137,990
16441,52243,9742
16442,56571,3012
16443,41453,1381
16444,29746,1881
16501,13886,2919
16502,27552,17291
16503,23523,17943
16504,41845,17421
16505,51738,18297
16506,61240,22562
16507,27358,10303
16508,42139,16453
16509,51331,25832
16510,47379,25072
16511,49342,11743
16546,43418,496
16563,60136,368
16601,40571,34966
16602,40861,30965
16611,44602,2427
16613,40154,1608
16616,33663,134
16617,47238,2885
16619,37865,360
16620,38931,450
16621,39310,656
16622,45200,174
16623,45200,560
16624,52300,159
16625,38596,3670
16627,30188,2294
16630,38782,6123
16631,43935,77
16633,37543,134
16634,36023,295
16635,45941,11653
16636,38870,740
16637,42931,2754
16638,49283,45
16639,37653,1652
16640,37795,683
16641,41311,2818
16645,33889,139
16646,39716,2647
16647,49283,779
16648,53835,15283
16650,43915,1916
16651,38658,5516
16652,41432,17877
16655,41172,1538
16656,31172,1405
16657,44515,1405
16659,45968,267
16661,33889,999
16662,43585,5883
16664,45894,2054
16665,49597,320
16666,35086,3035
16667,42378,1396
16668,38422,4028
16669,48233,2238
16670,41317,27
16671,39085,579
16672,37543,295
16673,43873,4967
16674,37845,768
16677,48011,362
16678,37401,2906
16679,37543,944
16680,39085,443
16682,37667,134
16683,53000,436
16685,45200,197
16686,43882,13668
16689,42676,484
16691,42676,345
16692,34417,807
16693,40706,4326
16694,37159,223
16695,38613,1098
16701,39328,18635
16720,40625,1389
16724,41786,153
16725,42111,167
16726,42414,547
16727,46278,237
16728,46667,25
16729,41910,851
16730,41786,167
16731,41910,3030
16732,44587,305
16733,45637,251
16734,46667,227
16735,37417,6816
16738,42438,2636
16740,45637,1229
16743,40684,4285
16744,46128,342
16745,41910,653
16746,40314,1391
16748,38143,3210
16749,42016,4412
16750,40937,458
16801,38739,36978
16802,21634,12004
16803,53660,19315
16820,42524,1112
16821,40280,250
16822,43749,2327
16823,45300,21618
16825,36179,228
16826,46250,479
16827,69250,3870
16828,55380,4069
16829,49475,679
16830,34883,14278
16832,42524,491
16833,34084,5461
16834,40280,349
16835,52316,238
16836,41920,1428
16837,33092,188
16838,40788,1899
16839,40280,455
16840,40280,463
16841,48161,5096
16843,33092,578
16844,52316,2565
16845,44690,1020
16847,40280,324
16848,45551,352
16849,40280,424
16851,76754,866
16852,42524,295
16853,42170,350
16854,42524,802
16855,36179,262
16858,40208,3820
16859,49475,473
16860,43831,418
16861,33430,351
16863,36033,767
16865,68528,1985
16866,38848,8782
16868,69688,316
16870,69287,5366
16871,37653,85
16872,42532,1225
16874,49472,1424
16875,52611,3448
16876,36179,379
16877,68585,1659
16878,36140,1872
16879,40280,391
16881,36194,2414
16882,42524,296
16901,41802,10182
16911,45822,311
16912,44876,1742
16914,42181,2404
16915,43819,5964
16917,38876,1407
16920,36675,1975
16921,47143,524
16922,36107,2116
16923,37202,1416
16925,41226,3593
16926,43008,794
16927,37206,698
16928,36205,1393
16929,41206,2337
16930,37972,1140
16932,39121,695
16933,35342,7156
16935,42232,1281
16936,41304,2411
16937,37206,206
16938,38066,795
16939,39121,277
16940,36675,313
16941,37206,80
16942,36664,892
16943,40711,563
16946,41751,2505
16947,38489,4977
16948,37158,1731
16950,37435,3293
17002,36871,761
17003,58348,10938
17004,36246,4883
17005,44205,330
17006,45491,1021
17007,75510,5211
17009,36648,2113
17010,75913,111
17011,55467,30455
17013,54128,32528
17015,62960,19037
17016,68872,773
17017,46540,1637
17018,63429,4271
17019,65853,15386
17020,53385,8601
17021,34764,1024
17022,57048,26901
17023,48913,3049
17024,53428,1789
17025,60322,13475
17026,55283,2929
17027,39925,344
17028,57111,3807
17029,34426,370
17030,44205,713
17032,56331,7694
17033,62220,15054
17034,40236,2697
17035,34169,766
17036,73187,18768
17037,49808,989
17038,54644,6569
17039,56797,45
17040,53996,2484
17041,75913,192
17042,53430,33724
17043,48912,5497
17044,33428,21542
17045,48983,3322
17046,46064,28286
17047,47803,2333
17048,45697,3686
17049,45979,3194
17050,83689,27008
17051,40211,4451
17052,44782,1700
17053,58304,4753
17055,60501,30704
17056,47675,96
17057,56319,21757
17058,40631,1782
17059,45779,6953
17060,43750,1250
17061,47911,6866
17062,49310,3821
17063,41170,3439
17064,63318,706
17065,59692,3646
17066,33278,5402
17067,52151,12761
17068,58440,3918
17069,62045,123
17070,64084,14741
17071,45491,158
17072,76034,78
17073,56151,4006
17074,46475,7236
17075,40492,163
17076,45696,29
17077,57381,3
17078,60669,17762
17080,44205,301
17081,57054,351
17082,41976,3167
17083,60764,101
17084,45553,3956
17086,46658,2362
17087,57043,2712
17088,56797,870
17090,57711,5031
17093,58803,874
17094,47711,2302
17097,45505,890
17098,44106,2583
17099,39934,1178
17101,28896,2016
17102,32336,7911
17103,33073,11676
17104,26748,20306
17109,51200,23380
17110,56921,22283
17111,58890,27395
17112,71199,30078
17113,39075,10700
17201,41307,22097
17202,54059,25368
17210,45114,266
17211,42820,365
17212,45658,744
17213,49792,622
17214,52466,1053
17215,45917,314
17217,45114,94
17219,45114,356
17220,45114,488
17221,45114,572
17222,55279,8734
17223,42676,341
17224,49082,1678
17225,57171,16025
17228,42676,1042
17229,42445,1356
17233,42216,4811
17235,60881,629
17236,54908,7778
17237,48083,1789
17238,50909,1664
17239,49792,216
17240,54124,3085
17241,54078,11471
17243,39749,1361
17244,51366,2251
17246,51270,187
17247,48083,25
17249,40491,395
17250,51645,13
17251,51270,110
17252,50552,3489
17253,40491,312
17254,53699,86
17255,49454,1075
17256,62861,29
17257,45249,23467
17260,36180,1309
17261,48083,49
17262,45114,1307
17263,62576,488
17264,40594,2243
17265,51246,496
17266,57122,581
17267,50438,2618
17268,50076,25497
17270,50516,83
17271,45114,380
17272,62047,49
17301,59555,3605
17302,59212,2896
17304,52562,2718
17306,52731,299
17307,53833,5580
17309,64693,2095
17311,61315,219
17313,56165,10357
17314,57191,5540
17315,53298,22525
17316,61700,7384
17317,53327,579
17318,51784,283
17319,63606,9431
17320,66544,6911
17321,72863,1999
17322,64588,5621
17324,63253,4349
17325,52663,25594
17327,65649,7276
17329,74272,2178
17331,57721,43816
17339,72033,5975
17340,60068,9668
17343,57194,199
17344,45615,3206
17345,56107,6689
17347,60095,4431
17349,72825,6740
17350,52004,11636
17352,74352,1126
17353,57399,2948
17355,72647,287
17356,59869,17716
17360,64942,4860
17361,73901,4798
17362,62680,12245
17363,78497,8506
17364,63972,3766
17365,59138,2460
17366,61424,4994
17368,56820,7045
17370,55962,5149
17371,58552,220
17372,60741,3683
17401,24338,16244
17402,62202,29908
17403,50028,36765
17404,56420,28828
17406,58897,18953
17407,68854,1542
17408,59556,19185
17501,52362,4436
17502,65811,2405
17505,54441,1550
17507,58847,62
17508,56542,422
17509,55424,4491
17512,46508,17333
17516,63606,4458
17517,60057,13770
17518,53778,1151
17519,58597,5665
17520,61818,4630
17522,53627,29287
17527,56896,5448
17529,52398,4069
17532,56939,3219
17535,55904,2061
17536,58655,2496
17538,73422,6252
17540,58329,9184
17543,67003,36646
17545,59062,19092
17547,53751,5666
17550,63292,518
17551,51496,9572
17552,58269,14316
17554,64300,5457
17555,62413,6941
17557,52933,12822
17560,52002,4867
17562,53239,4113
17563,54183,3471
17565,58090,2496
17566,56941,10741
17569,61338,5020
17570,65226,283
17572,53012,3671
17576,50952,119
17578,58290,7331
17579,62413,5767
17581,58887,976
17582,60368,2062
17584,61743,8418
17601,64888,45502
17602,40530,46699
17603,48290,57612
17606,68431,781
17701,31841,43497
17702,48321,10984
17721,42798,1531
17723,42120,40
17724,36185,5115
17727,42465,102
17728,51402,5257
17729,29454,223
17730,42124,230
17731,36004,222
17737,48390,6018
17739,42120,55
17740,46943,13027
17742,50982,50
17744,45920,3463
17745,34091,18003
17747,47249,2759
17748,40349,256
17749,42124,282
17750,45551,205
17751,44355,6651
17752,45893,5517
17754,50699,12088
17756,45536,11991
17758,39341,1069
17760,26151,713
17762,48461,536
17763,36106,302
17764,26151,2510
17765,37954,1145
17767,45551,65
17768,35991,343
17771,47020,3449
17772,50192,2330
17774,49137,1307
17776,40190,405
17777,43188,6783
17778,26151,179
17779,42798,241
17801,35476,17147
17810,33254,3673
17812,45033,1414
17813,43662,1876
17814,42903,4840
17815,43837,27695
17820,48530,5511
17821,49007,18255
17822,51550,77
17823,43796,1152
17824,54703,3588
17827,45897,683
17829,43835,211
17830,45976,2024
17832,40303,741
17834,34848,3512
17835,43835,155
17836,45976,163
17837,38724,14095
17840,40303,334
17841,44664,4740
17842,42804,8365
17844,44482,9481
17845,44000,2327
17846,43749,3752
17847,40997,11895
17850,41993,512
17851,33514,8191
17853,44560,2922
17855,50833,936
17856,45282,3326
17857,45155,7440
17859,46864,3194
17860,54065,1875
17861,38342,112
17862,38342,469
17864,45894,2312
17865,41993,58
17866,30460,10628
17867,45976,147
17868,55052,981
17870,44019,13901
17872,30750,10423
17876,52263,1518
17878,45346,1359
17880,43835,56
17881,35510,1616
17884,43843,267
17885,43835,116
17886,39861,592
17887,15197,350
17888,50728,382
17889,52294,2374
17901,39292,26494
17920,50728,292
17921,41098,6656
17922,58337,4256
17923,42844,467
17925,44241,372
17929,53977,1610
17930,35553,435
17931,41333,8718
17933,56396,71
17934,43734,523
17935,45423,1990
17936,45423,776
17938,52549,2509
17941,51222,804
17943,45423,202
17944,48034,211
17945,49284,158
17946,43734,383
17948,29826,5680
17949,43734,300
17951,48034,364
17952,44241,301
17953,35553,526
17954,35628,4674
17957,49286,266
17959,35553,1500
17960,53247,3273
17961,53262,6781
17963,50995,8898
17964,52176,748
17965,41990,2192
17967,49237,2499
17968,52561,312
17970,33390,3531
17972,50388,11050
17974,48034,305
17976,31907,7633
17978,52561,271
17979,56396,192
17980,50089,3168
17981,43086,2782
17982,44241,415
17983,52561,1527
17985,49416,1158
18011,71960,4511
18013,57029,16612
18014,62497,11326
18015,44997,30612
18017,64939,35455
18018,46494,30915
18020,74018,18698
18030,58829,556
18031,71879,3426
18032,54271,9367
18034,94037,6118
18035,65686,247
18036,78422,12170
18037,65547,6970
18038,67619,2628
18040,82245,9278
18041,65964,5597
18042,47063,39390
18045,69974,21248
18046,74009,40
18049,64041,17350
18051,73345,3162
18052,53023,25122
18053,73316,2211
18054,73397,4180
18055,65440,10507
18056,67273,910
18058,60188,8119
18059,76403,1262
18062,72199,14332
18063,62449,524
18064,74782,21362
18066,76739,5187
18067,59483,15556
18068,64375,41
18069,83870,6649
18070,73634,708
18071,50700,10008
18072,57270,6411
18073,69639,6962
18074,77287,5689
18076,58018,2320
18077,70744,2394
18078,77215,6273
18079,67411,392
18080,58854,11619
18081,72639,368
18083,63750,488
18085,63750,923
18086,64612,374
18087,101162,789
18088,60536,7838
18091,59884,5688
18092,65855,2914
18101,20527,3872
18102,27520,43001
18103,52682,42641
18104,66485,39610
18105,37326,61
18106,80775,6104
18109,40802,17013
18201,34101,25798
18202,38378,9670
18210,52147,4410
18211,51022,1230
18212,53090,95
18214,44495,2171
18216,45501,1161
18218,30777,2294
18219,62654,1414
18220,46404,367
18221,44200,388
18222,56366,7170
18223,45586,90
18224,37636,5982
18225,45586,95
18229,48165,7084
18230,45495,179
18231,46404,509
18232,38252,4219
18234,45586,461
18235,51569,18117
18237,37440,3261
18239,35570,110
18240,39257,3878
18241,43696,669
18242,49237,247
18244,53396,280
18245,46404,756
18246,39922,184
18248,49237,617
18249,55302,3788
18250,37944,2979
18251,58468,46
18252,36786,11219
18254,45495,960
18255,45332,4444
18256,39922,320
18301,53097,23175
18302,62575,13015
18321,56541,1504
18322,51964,2533
18323,48932,248
18324,55300,6922
18325,51033,2143
18326,52749,3566
18327,41888,726
18328,56818,6833
18330,56374,7491
18331,58630,794
18332,56050,2264
18333,62361,581
18334,47090,2912
18335,69836,308
18336,49000,3958
18337,65580,11357
18340,47188,220
18342,48932,464
18343,58681,3563
18344,48533,3312
18346,48190,2035
18347,45684,2950
18349,55667,125
18350,50482,1563
18351,61037,573
18352,61267,1004
18353,63989,11360
18354,60118,804
18355,55129,1178
18356,41888,156
18357,48932,125
18360,55842,24961
18370,54248,967
18371,57080,152
18372,55737,2728
18403,49556,6703
18405,49124,2210
18407,37689,14688
18411,73055,21519
18413,43809,191
18414,56060,5465
18415,47060,1225
18417,38882,1184
18419,48890,4738
18420,61538,29
18421,39473,4668
18424,53815,4357
18425,44080,1099
18426,53799,3744
18427,48551,130
18428,50258,9776
18430,44892,29
18431,41905,12770
18433,46790,6163
18434,42548,4197
18435,48470,644
18436,51029,11782
18437,40404,252
18438,46282,1034
18439,44548,620
18441,43809,323
18443,47772,506
18444,57644,12760
18445,48435,2025
18446,44689,3550
18447,47478,10247
18451,59573,498
18452,38153,5433
18453,46917,1102
18454,46779,79
18455,46779,90
18456,47911,413
18457,50486,74
18458,56411,2504
18459,46613,62
18460,48615,166
18461,40503,434
18462,46779,470
18463,48159,170
18464,57068,1052
18465,45039,1313
18466,55315,12205
18469,47772,374
18470,44601,2193
18471,113291,586
18472,46794,5415
18473,44513,502
18503,19976,1164
18504,38771,21772
18505,34702,20092
18507,57807,5006
18508,37509,11897
18509,44254,14049
18510,32970,13828
18512,42273,12674
18517,36903,5534
18518,49875,8751
18519,44180,5116
18602,55353,284
18603,38173,19554
18610,48196,3577
18612,55570,16004
18614,36713,2408
18615,49665,2031
18616,35993,771
18617,39361,1981
18618,54527,3843
18619,35991,255
18621,51688,6096
18622,50615,255
18623,43956,2687
18624,42500,405
18625,49321,420
18626,36653,436
18628,36691,217
18629,47467,1821
18630,42793,3178
18631,54875,1234
18632,36691,435
18634,37064,14038
18635,45513,3801
18636,47884,1489
18640,43426,17619
18641,46626,6720
18642,45115,4138
18643,47981,13655
18644,50054,7951
18651,34015,9907
18653,62891,92
18655,49890,6515
18656,51760,2210
18657,49050,12003
18660,50715,3606
18661,44827,5431
18701,15888,3665
18702,36367,42249
18704,42132,32622
18705,40668,15390
18706,38319,17005
18707,74885,13961
18708,64337,8935
18709,31600,3004
18801,43679,8193
18810,36199,6014
18812,50800,1696
18814,43008,182
18816,43705,109
18817,46200,312
18818,48484,1400
18821,41833,1143
18822,45313,3433
18823,47361,217
18824,43728,1353
18825,44892,176
18826,44868,1748
18828,40519,297
18829,40399,850
18830,48016,781
18831,45577,1089
18832,44818,1905
18833,44916,2002
18834,47326,3444
18837,41255,3195
18840,38240,10950
18842,44892,248
18843,42031,275
18844,43767,1759
18845,40399,312
18846,45798,838
18847,39730,6135
18848,39841,8999
18850,44351,2297
18851,40399,737
18853,43773,4164
18854,40642,1525
18901,86270,27639
18902,120798,18989
18912,106217,59
18913,120124,237
18914,97926,17997
18915,83050,882
18917,52750,2090
18920,69554,386
18923,87322,392
18925,88124,2970
18929,117127,8013
18930,71698,2787
18932,84699,476
18935,69679,144
18936,77772,14
18938,105624,12655
18940,114904,27429
18942,74850,3472
18944,79617,21492
18947,91495,6290
18950,69554,220
18951,67523,30137
18954,115157,10296
18955,61532,1671
18960,63886,11245
18962,94710,562
18964,60861,12472
18966,89105,38318
18969,74437,14639
18970,69679,758
18972,65980,3710
18974,67726,37496
18976,88593,15923
18977,155608,3754
18980,101071,564
19001,77605,17903
19002,98154,30141
19003,73987,12739
19004,116558,9430
19006,85315,19679
19007,47517,21756
19008,76695,21003
19009,82232,944
19010,95915,21249
19012,84167,6674
19013,27524,38560
19014,75311,20813
19015,57914,16500
19017,72829,296
19018,53610,23494
19020,61503,53558
19021,52942,10113
19022,46577,4010
19023,39623,21644
19025,123324,5524
19026,71649,32019
19027,82799,19805
19029,45652,4216
19030,59771,12058
19031,98453,4718
19032,52876,6975
19033,60913,7851
19034,106374,6224
19035,181475,4043
19036,53971,13737
19038,80398,31318
19040,70377,20529
19041,101407,6743
19043,61937,2664
19044,70124,16527
19046,75341,18032
19047,82821,33444
19050,56020,28525
19053,72678,26158
19054,63029,17614
19055,61376,14432
19056,65150,16277
19057,59163,16928
19060,102471,7906
19061,57702,19931
19063,84210,36516
19064,91134,24053
19066,142956,5851
19067,99150,53088
19070,61112,7180
19072,115620,9803
19073,101218,16993
19074,60373,5985
19075,89053,7237
19076,70087,6652
19078,60016,11417
19079,41410,8841
19081,94198,10207
19082,44276,38361
19083,85255,36266
19085,139178,9238
19086,101027,11311
19087,88675,28582
19090,67689,19475
19094,54335,4497
19095,77092,6518
19096,103988,13380
19102,60193,4397
19103,57300,19571
19104,22376,50380
19106,82886,8372
19107,41800,12578
19111,46238,58800
19113,32244,136
19114,55287,31310
19115,54682,32457
19116,44477,26418
19118,83490,9592
19119,55275,29026
19120,32923,68584
19121,16115,34777
19122,18175,19653
19123,37929,9813
19124,29285,62905
19125,41365,23527
19126,40869,16485
19127,55769,5462
19128,57733,36131
19129,50123,12026
19130,57296,23083
19131,32774,47090
19132,21960,41425
19133,13764,27804
19134,23408,57919
19135,37238,31188
19136,37036,33764
19137,40847,7997
19138,35498,34576
19139,25579,43706
19140,22411,57613
19141,29678,35296
19142,31574,29239
19143,31088,70634
19144,30786,45177
19145,34999,45646
19146,36727,36066
19147,47534,32506
19148,36794,48495
19149,40010,48490
19150,45898,25440
19151,44268,31300
19152,45095,31287
19153,42266,11057
19154,55681,35205
19301,99899,6439
19310,66037,2889
19311,90214,5677
19312,130870,11372
19316,80512,222
19317,104075,7967
19319,112146,872
19320,66973,42161
19330,74485,4599
19333,105130,6767
19335,95344,41139
19341,89035,14299
19342,99375,13738
19343,115140,7619
19344,74605,10085
19345,93849,581
19348,93443,18801
19350,130190,9837
19352,103183,7609
19355,103406,22831
19358,43750,599
19362,60127,5300
19363,70024,13306
19365,67678,6492
19367,77551,162
19372,74162,1274
19373,113265,3587
19374,94332,1119
19375,131536,97
19380,86098,46403
19382,100578,47784
19390,78593,9887
19401,48473,37693
19403,74361,41062
19405,42494,5038
19406,80178,21950
19422,103683,17996
19425,124639,7913
19426,104778,30036
19428,70969,16565
19435,77051,73
19436,119366,497
19437,119366,877
19438,89031,20229
19440,65133,17506
19442,89358,29
19444,105643,10393
19446,76630,51695
19453,108347,1526
19454,85216,24909
19456,108347,538
19457,83661,112
19460,86420,33506
19462,75490,13768
19464,58938,42326
19465,76697,13988
19468,77802,21284
19472,75096,57
19473,75249,12007
19474,8049,53
19475,34025,5001
19477,117355,38
19492,79781,265
19501,64557,1006
19503,64751,1133
19504,68534,5048
19505,65790,3217
19506,63640,7561
19507,56731,3414
19508,67530,15241
19510,63599,5225
19511,45395,214
19512,59680,17026
19518,75901,10942
19519,64434,70
19520,70454,5111
19522,67994,13956
19523,72731,315
19525,82983,10003
19526,51672,10743
19529,70687,3046
19530,47721,14312
19533,66362,6706
19534,66442,1977
19535,87639,13
19536,45395,509
19538,45395,72
19539,65405,4524
19540,69418,11045
19541,64043,3839
19542,74537,56
19543,70239,3619
19544,60557,190
19545,64905,417
19547,60544,4143
19549,60631,292
19550,60557,703
19551,57416,4864
19554,58015,350
19555,51840,4231
19559,56370,358
19560,49144,6391
19562,60601,2377
19564,42500,74
19565,67631,7836
19567,57285,4979
19601,27083,31057
19602,22903,17501
19604,36013,23867
19605,56479,16695
19606,63895,30039
19607,55549,20528
19608,67201,16918
19609,56854,9472
19610,64613,14530
19611,37767,9927
19701,79420,39194
19702,75384,51899
19703,54595,14471
19706,67604,1822
19707,114869,16483
19709,84884,35107
19710,116935,41
19711,77476,51322
19713,54836,30408
19716,90286,1568
19717,26741,3770
19720,53490,59250
19730,64632,451
19731,99185,252
19732,134514,25
19733,67604,110
19734,88359,11651
19735,116935,12
19736,118676,32
19801,26798,16286
19802,31384,19183
19803,96953,21364
19804,50561,17944
19805,46000,40937
19806,71671,9560
19807,133475,7405
19808,71470,38442
19809,62356,14049
19810,83287,25011
19901,49731,35055
19902,49250,283
19904,53203,34132
19930,68956,2768
19931,44882,211
19933,50770,8535
19934,57713,12805
19936,48287,302
19938,59803,8357
19939,50566,5979
19940,49480,5574
19941,43982,2522
19943,51088,11425
19944,63864,620
19945,49159,6862
19946,58542,4420
19947,46488,18799
19950,52978,6951
19951,54232,1733
19952,50085,10220
19953,49304,4386
19954,57570,1464
19955,63292,72
19956,47449,15500
19958,54453,19650
19960,55287,6295
19962,65618,10206
19963,53110,19206
19964,47201,1340
19966,48540,24601
19967,60651,354
19968,54222,9549
19970,62004,6170
19971,56702,12385
19973,45439,23838
19975,57779,8253
19977,59178,22984
19979,56771,632
20001,60288,38551
